Road Type,Speed Limit,Lanes,Coordinates
service,Unknown,Unknown,"[6940426641, 6940426642]"
service,Unknown,Unknown,"[6940426643, 6940426644, 6940426645, 6940426646]"
service,Unknown,Unknown,"[6940426685, 6940426686, 6940426687, 7044465233, 434846249, 434844890, 6940426688, 6940426689]"
trunk,25 mph,3,"[5858516713, 4493103508, 4165593360]"
busway,Unknown,Unknown,"[5853161524, 6952632751]"
secondary,Unknown,3,"[65325220, 5853161520]"
service,Unknown,Unknown,"[6952632753, 7209454293, 869969302]"
service,Unknown,Unknown,"[6952632754, 6952632753]"
secondary,Unknown,3,"[6952632757, 869969301]"
secondary,Unknown,4,"[6952632759, 65325222]"
residential,20 mph,3,"[65343960, 6910900130, 5429618406, 6910900131, 65326744]"
service,Unknown,Unknown,"[6955987016, 6955987017]"
service,Unknown,Unknown,"[6958214919, 7240836966, 6958214920, 6958214921, 7240836965, 6958214922]"
service,Unknown,Unknown,"[6958475344, 6958475345, 6958475346]"
service,Unknown,Unknown,"[6960850139, 6960850141]"
steps,Unknown,Unknown,"[6960892854, 6960892847]"
steps,Unknown,Unknown,"[6960892858, 6960892852]"
steps,Unknown,Unknown,"[6960892853, 6960892846]"
steps,Unknown,Unknown,"[6960892848, 6960892855]"
service,Unknown,Unknown,"[6967161031, 6967161032]"
service,Unknown,Unknown,"[6967211978, 7209510991, 6967211979]"
service,Unknown,Unknown,"[6967263269, 7233943447, 6967263270]"
service,Unknown,Unknown,"[6967263271, 7233943446, 6967263272]"
service,Unknown,Unknown,"[6967263273, 7233943445, 6967263274]"
service,Unknown,Unknown,"[6967255076, 6967255078, 6967255077]"
service,Unknown,Unknown,"[6967284716, 7209510998, 6967284717]"
service,Unknown,Unknown,"[6967284718, 7209510997, 6967284719]"
service,Unknown,Unknown,"[6967308025, 6967308045, 6967308026, 6967308027, 6967308028, 6967308029]"
service,Unknown,Unknown,"[6967308030, 6967308031, 6967308032, 6967308039, 6967308033, 6967308044, 6967308034]"
service,Unknown,Unknown,"[6967308035, 6967305805, 6967308036]"
service,Unknown,Unknown,"[6967308037, 7228212659, 6967308038]"
service,Unknown,Unknown,"[6967308039, 6967308041]"
service,Unknown,Unknown,"[6967308042, 6967308043, 6967308040]"
service,Unknown,Unknown,"[6967308041, 6967308042]"
service,Unknown,Unknown,"[6968499458, 6968499463, 6968499459]"
service,Unknown,Unknown,"[6968499459, 6968499460, 6968499461, 6968499462, 6968499459]"
tertiary,Unknown,Unknown,"[6974430966, 6974430961, 6974430940]"
residential,Unknown,Unknown,"[53077815, 6974430964]"
residential,Unknown,Unknown,"[53022250, 53077813, 53077814, 9649634976, 53077815]"
tertiary_link,Unknown,Unknown,"[6974430940, 6974430939, 6974430938, 6974430937, 9649634975, 53077815]"
tertiary_link,Unknown,1,"[53114507, 6974430946, 6974430945, 6974430944, 6974430943, 6974430942, 6974430941, 5459782499]"
tertiary,Unknown,Unknown,"[6974430964, 6974430959, 6974430960, 6974430967]"
tertiary,Unknown,Unknown,"[6974430940, 6974430962, 6974430936, 6974430963, 6974430964]"
tertiary,Unknown,2,"[5459782499, 6974430948, 6974430965, 6974430947, 6974430935, 6974430956, 53114507]"
tertiary,Unknown,2,"[712663503, 6974430957, 5459782499]"
tertiary,25 mph,4,"[712663503, 6974430967]"
tertiary,Unknown,2,"[53126354, 6974430954, 6974430958, 712663503]"
unclassified,5 mph,Unknown,"[6978550568, 6978550569, 6978550570, 6978568968, 6978568967, 6978550571, 6978550572, 6978550573, 6978550574]"
footway,Unknown,Unknown,"[6988515582, 6988515580]"
residential,Unknown,1,"[6988515582, 10617206267, 10617206265, 10617206266, 65328694]"
footway,Unknown,Unknown,"[10185148567, 6988532609, 6988515580]"
footway,Unknown,Unknown,"[6988532599, 6988515581]"
footway,Unknown,Unknown,"[6988515581, 6988515582]"
footway,Unknown,Unknown,"[6988532601, 6988515583, 11725120954]"
tertiary,25 mph,1,"[1308305528, 6988532592, 11481847200, 6988532591, 6988532585]"
footway,Unknown,Unknown,"[1578907713, 6250503121]"
footway,Unknown,Unknown,"[6988532593, 5828476939, 5828476940, 5828476941, 1578907726]"
footway,Unknown,Unknown,"[1578907713, 552853367, 6988532593]"
footway,Unknown,Unknown,"[6250503125, 6988532611, 10185148570]"
footway,Unknown,Unknown,"[6250503094, 6988532595, 6988532601]"
footway,Unknown,Unknown,"[6988532599, 6988532598, 6250503094]"
footway,Unknown,Unknown,"[6988532600, 6988532597, 6988532599]"
footway,Unknown,Unknown,"[6988532601, 6988532596, 6988532600]"
footway,Unknown,Unknown,"[10185148572, 6988532604, 10185148571]"
footway,Unknown,Unknown,"[10185148568, 6988532606, 10185148567]"
footway,Unknown,Unknown,"[10185148570, 6988532603, 10185148569]"
secondary,Unknown,2,"[2936165726, 3902413693]"
footway,Unknown,Unknown,"[10185148566, 6988532602, 6988532607, 6988532605, 10185148565]"
footway,Unknown,Unknown,"[6988532612, 6988532607]"
platform,Unknown,Unknown,"[6988532612, 11280660360, 11280660361, 11280660362, 11280660363, 11280660364, 11280660365, 6988532613, 11280660366, 6988532612]"
tertiary_link,Unknown,Unknown,"[6988532615, 6988532614, 6988532605, 3902413693]"
footway,Unknown,Unknown,"[3532718854, 7044465218, 7044465219, 7044465232, 7044465230, 7044465228, 7044465271, 7044465226, 7044465224, 7044465220, 7044465221]"
footway,Unknown,Unknown,"[7044465223, 7044465224]"
footway,Unknown,Unknown,"[7044465225, 7044465226]"
footway,Unknown,Unknown,"[7044465227, 7044465228]"
footway,Unknown,Unknown,"[7044465229, 7044465230]"
footway,Unknown,Unknown,"[7044465231, 7044465232]"
footway,Unknown,Unknown,"[7044465233, 7044465234]"
footway,Unknown,Unknown,"[7044465221, 7044465222]"
footway,Unknown,Unknown,"[7044465220, 3532718858]"
footway,Unknown,Unknown,"[3532718858, 7044465266, 7044465272, 7044465264, 7044465235]"
footway,Unknown,Unknown,"[7044465236, 3532718881, 7209008689, 7209008688, 6329525583, 7044465237]"
footway,Unknown,Unknown,"[3532718854, 7044465246]"
footway,Unknown,Unknown,"[7044465239, 7044465247, 7044465248, 7044465246, 7044465249, 7044465250, 7044465251]"
footway,Unknown,Unknown,"[11601264356, 7044465259, 11601264355]"
footway,Unknown,Unknown,"[7044465239, 11601309375, 7044465251]"
footway,Unknown,Unknown,"[7044465248, 10288919797, 7044465269, 7044465263, 7044465264, 7044465265, 2101121535]"
footway,Unknown,Unknown,"[7044465265, 7044465268, 2101121567]"
footway,Unknown,Unknown,"[7044465266, 7044465267]"
footway,Unknown,Unknown,"[3532718855, 7044465269, 7044465230]"
footway,Unknown,Unknown,"[3532718859, 7044465270, 7044465271]"
footway,Unknown,Unknown,"[3532718859, 7044465272]"
service,Unknown,Unknown,"[3406598341, 7044879949, 7044879951, 7044879952, 7044879953]"
footway,Unknown,Unknown,"[7047725332, 7047725334, 7047725333]"
footway,Unknown,Unknown,"[10124769345, 10124769344, 10124772617, 10124769343, 10124769342, 5437055090, 10124769416, 10124769415, 7047725332, 7047725335, 7047725336, 7047725337]"
footway,Unknown,Unknown,"[7047725337, 7047725339, 7047725338]"
footway,Unknown,Unknown,"[7047725338, 7047725340, 7721354610, 3860677211]"
footway,Unknown,Unknown,"[5554083293, 7209002725, 7209002724, 7209002723, 7047725340, 7047725341]"
footway,Unknown,Unknown,"[7047725341, 7047725343, 7047725342]"
footway,Unknown,Unknown,"[7047725342, 7047725344]"
footway,Unknown,Unknown,"[7047725344, 7047725345]"
footway,Unknown,Unknown,"[7047725345, 9680491480, 7047725347, 7047725346]"
footway,Unknown,Unknown,"[7047807959, 65284948, 7047807960]"
motorway_link,50 mph,4,"[1260360855, 353149018, 65284948, 1260360914, 65284950]"
motorway_link,50 mph,4,"[7047807961, 65284945]"
motorway_link,50 mph,3,"[65281095, 353149097, 1260360808, 7047807961]"
secondary,25 mph,5,"[6329528602, 7047807970, 5437055080]"
footway,Unknown,Unknown,"[7047807959, 7047807962, 7209002761, 7047725346]"
footway,Unknown,Unknown,"[7047807962, 7047807963]"
footway,Unknown,Unknown,"[7047807963, 3790925689, 7047807965, 7047807966, 3790925687, 7047807964]"
footway,Unknown,Unknown,"[7047807964, 7047807967]"
footway,Unknown,Unknown,"[7209002762, 7209002764, 7209002763]"
footway,Unknown,Unknown,"[7047807968, 7047807970, 7047807969]"
footway,Unknown,Unknown,"[7047807969, 7047807971, 7209002758]"
footway,Unknown,Unknown,"[7234316398, 7234316403, 7234316399]"
footway,Unknown,Unknown,"[7047807972, 7047807974, 7047807983, 7047807982, 7047807975, 7047807973]"
footway,Unknown,Unknown,"[7047807960, 7047807976, 7047807977]"
footway,Unknown,Unknown,"[7047807977, 7047807979, 7047807978]"
footway,Unknown,Unknown,"[7209002749, 7209002751, 7209002748]"
footway,Unknown,Unknown,"[7047807980, 7047807973]"
secondary,25 mph,5,"[7047807981, 65290222, 65290218, 7209260189, 65290217]"
service,Unknown,Unknown,"[7056335154, 7056335155]"
service,Unknown,Unknown,"[7060204227, 7060204228, 7060204229, 10124769415, 7060204230]"
footway,Unknown,Unknown,"[7087878152, 7087878153]"
steps,Unknown,Unknown,"[7087878153, 7087878154]"
footway,Unknown,Unknown,"[7087878154, 7087878155]"
steps,Unknown,Unknown,"[7087878155, 7087878156]"
footway,Unknown,Unknown,"[7087878156, 6202275669]"
service,Unknown,Unknown,"[7105216371, 7105216374]"
service,Unknown,Unknown,"[7105216374, 7105216373, 7105216372]"
footway,Unknown,Unknown,"[6360896161, 7108550923]"
footway,Unknown,Unknown,"[7108550931, 6360896508, 7108550922, 9288944460]"
residential,Unknown,Unknown,"[5459782358, 3696106057]"
service,Unknown,Unknown,"[3696106057, 3696106056, 3696106055]"
residential,25 mph,Unknown,"[3696106057, 53118751, 5459782344, 4886034859, 4886034856, 53126355, 4886034855, 4886034851, 12088394702, 5965698333, 53043650]"
residential,Unknown,Unknown,"[5459782355, 5459782358]"
primary,30 mph,2,"[763662731, 6311884823, 763662732, 65363148]"
secondary,25 mph,4,"[7132259031, 7133434487]"
secondary,25 mph,6,"[7132259032, 7132257738]"
secondary,25 mph,6,"[7132259033, 5841552288, 4179555574]"
secondary,25 mph,3,"[7132259034, 5437074271, 7133434486]"
secondary,25 mph,4,"[7132257737, 5841552292]"
secondary,25 mph,6,"[7132257738, 5841552298, 65293760]"
secondary,25 mph,6,"[7132257739, 7132259033]"
secondary,25 mph,3,"[5841552297, 7132259034]"
footway,Unknown,Unknown,"[5841552297, 6925181352]"
footway,Unknown,Unknown,"[5841552292, 6925181354]"
secondary,25 mph,4,"[5841552292, 7133426484]"
secondary,25 mph,3,"[7133426483, 5841552297]"
secondary,25 mph,3,"[7133426484, 65293760]"
secondary,25 mph,3,"[7133434486, 4943303721, 5841552302]"
secondary,25 mph,4,"[7133434487, 7132257737]"
service,Unknown,Unknown,"[7133830087, 7133830183, 7133830088]"
service,Unknown,Unknown,"[7133830095, 7133830096, 7133830097]"
path,Unknown,Unknown,"[4941951825, 7133830108, 7133830109, 7133830110, 7133830111, 7133830112, 7133830113, 7133830114, 7133830115, 7133830116, 7133830117, 7133830118, 7133830119, 7133830120, 7133830121, 7133830122, 7133830123, 7133830124, 7133830125, 7133830126, 7133830127, 7133830128, 7133830129, 7133830130, 7133830131, 7133830132, 7133830133, 7133830134, 7133830135, 7133830136, 7133830137, 7133830138, 7133830139, 7133830140]"
path,Unknown,Unknown,"[7133830140, 7133830184, 7133830186, 7133830156, 7133830145, 1059024889]"
path,Unknown,Unknown,"[7133830134, 7133830146, 7133830147, 7133830148, 7133830149, 7133830150, 7133830151, 7133830152, 7133830153, 7133830154, 7133830155, 7133830156]"
path,Unknown,Unknown,"[7133830167, 7133830168, 7133830169, 7133830170, 7133830171, 7133830172]"
path,Unknown,Unknown,"[7133830173, 7133830174, 7133830175, 7133830187, 7133830185, 7133830176, 7133830172, 7133830177, 7133830178, 7133830180, 7133830181, 7133830182]"
footway,Unknown,Unknown,"[7133830182, 7133830183]"
path,Unknown,Unknown,"[7133830184, 7133830185]"
path,Unknown,Unknown,"[7133830186, 7133830187]"
service,Unknown,Unknown,"[7146477073, 10881252840, 7146477072, 7146477071, 7146477070]"
track,Unknown,Unknown,"[1241493118, 7146496461, 7146496460, 7146496459, 7146496458, 7146496457, 7146496456, 7146496455, 7146496454, 7146496453, 7146496452, 7146496451, 7146496450, 7146496449, 7146496448, 7146496447, 7146496446, 7146496445, 7146496444, 7146496443, 7146496442, 1241493117]"
service,Unknown,Unknown,"[7150477377, 7150477376]"
residential,Unknown,Unknown,"[7150499763, 7150499762, 7150499761, 7150499760, 7150499759]"
service,Unknown,Unknown,"[7150526603, 7231708996, 7150526601, 7150526602]"
residential,Unknown,Unknown,"[7150680143, 10247989127, 7150680142]"
tertiary,Unknown,2,"[2000664450, 846642892, 310694585, 846642895, 310694586, 846642898]"
service,Unknown,Unknown,"[7153226384, 10779201330, 7153233785, 7153233786]"
secondary,Unknown,2,"[7155175567, 1419794017, 65305814]"
secondary,Unknown,2,"[7155175568, 2068535620, 1723738860, 1723738826, 4495540994, 1723738893]"
secondary,Unknown,2,"[7155175569, 1419794083, 65305814]"
secondary,20 mph,2,"[65317957, 10740754346, 9719830972]"
busway,Unknown,Unknown,"[5858516712, 9691587710, 5858516713]"
trunk,25 mph,4,"[5858516712, 4967529372, 1723739149]"
residential,Unknown,Unknown,"[53054732, 52979815]"
unclassified,Unknown,Unknown,"[53054732, 2405775326, 53050593]"
service,Unknown,Unknown,"[7180575762, 7180575763, 7180575764]"
secondary,25 mph,4,"[10294546192, 5435466348, 4170182034]"
secondary,25 mph,4,"[7182634253, 65290238, 65290236, 10538334246, 5435466213, 5435466205, 65290232, 5435466333, 5435466219, 10264127979, 65290229]"
residential,Unknown,Unknown,"[7182831429, 10961856187, 7233579788, 6250503151, 65337410, 7233579787, 10961856188, 7182831430]"
residential,Unknown,Unknown,"[7182831430, 10961921226, 7233543540, 65365835, 6250503140, 6250503138, 10961921227, 10961557317, 65336976, 10961557318, 4018840071, 10961932439, 12207683896, 65307399, 12207683897, 10961932441, 7231525054, 1582859594, 65295328]"
unclassified,Unknown,Unknown,"[7182782862, 7233579785, 65337410, 7233577483, 7182782863]"
unclassified,Unknown,Unknown,"[7182782863, 10963967653, 7233577475, 65337412]"
service,Unknown,Unknown,"[7184397959, 7184397960, 7184397961, 7184397965, 7184397962, 7184397963]"
service,Unknown,Unknown,"[7184397964, 7184397965]"
service,Unknown,Unknown,"[414539013, 7184397961]"
primary,30 mph,2,"[4406692030, 612028744, 65373500, 4177198640]"
primary,30 mph,2,"[6250503702, 2071244852, 258965620]"
service,Unknown,Unknown,"[6319310894, 6250503703, 6250503702]"
busway,Unknown,Unknown,"[6319310894, 6582454750, 6319310896, 6319310898, 6319310897, 6582454751, 6582454752, 6319310899, 6319310900]"
secondary,Unknown,3,"[65315473, 65315471, 10250009166]"
secondary,Unknown,3,"[6329528588, 7209007971, 3393385402, 3393386010, 3393386187, 1614316115, 65314879, 5437055030, 65310902]"
secondary,Unknown,1,"[6329528588, 7209002768, 1270635909, 6329525583, 6329528592]"
secondary,Unknown,2,"[5437055041, 5437055037, 65285622, 10609148157, 3997758388]"
secondary,Unknown,2,"[5852727217, 5437055041]"
tertiary,Unknown,3,"[1869135413, 3532718882, 6329528592]"
secondary,Unknown,4,"[65348742, 12145090989, 65314146]"
service,Unknown,Unknown,"[7189178748, 7189178749]"
residential,Unknown,Unknown,"[7192087180, 7231466166, 1578931122, 2081671274]"
tertiary,Unknown,2,"[7192087182, 10961952605, 6914395335, 7231466172, 65336993, 7231466175, 10961952607, 2081713069, 65360275, 7231466183, 65307408, 7231544086, 6914395334, 7231525033, 4505381651, 65295336]"
tertiary,Unknown,Unknown,"[7192131649, 6250503217, 7231466164, 6250503218, 2081671274]"
residential,Unknown,Unknown,"[7192131650, 7233543548, 65362171, 7233543546, 65342665, 7233543536, 65365835, 7233543539, 7233543530, 65343971]"
residential,20 mph,Unknown,"[5429620673, 5429620665, 5429620656, 10178189126, 65327151]"
secondary,20 mph,3,"[65327146, 4018809929, 4018809919, 4018809932, 4018809937, 4018809944, 65308283]"
service,Unknown,Unknown,"[7202688671, 9800070337, 7202688672]"
secondary,Unknown,Unknown,"[5612962313, 371151391]"
secondary,25 mph,5,"[5437055080, 7047807981]"
secondary,25 mph,5,"[5437055071, 6906913387, 7047807979, 65284950]"
footway,Unknown,Unknown,"[7209002708, 10280866032, 5554083292]"
footway,Unknown,Unknown,"[11897573571, 11897573579, 11897573585, 11897573572, 11897573582, 11897573573, 11897573580, 11897573574, 11897573581, 11897573575, 11897573576, 11897573577, 11897573578]"
footway,Unknown,Unknown,"[7209002707, 7209002706, 7209002708]"
footway,Unknown,Unknown,"[7209002711, 7209002709, 7209002710]"
footway,Unknown,Unknown,"[7209002711, 5554083693]"
footway,Unknown,Unknown,"[7209002734, 7209002712]"
footway,Unknown,Unknown,"[7209002712, 7209002713, 7209002711]"
footway,Unknown,Unknown,"[7209002715, 6338957272]"
footway,Unknown,Unknown,"[7209002716, 7209002714, 7209002715]"
footway,Unknown,Unknown,"[5554083691, 7209002717, 7209002716]"
footway,Unknown,Unknown,"[5554083694, 8992831064, 10538613570, 7209002718]"
footway,Unknown,Unknown,"[7209002719, 7209002721]"
footway,Unknown,Unknown,"[7209002718, 7209002720, 7209002719]"
footway,Unknown,Unknown,"[7209002729, 7209002722, 7209002723]"
footway,Unknown,Unknown,"[7209002726, 5554083294]"
footway,Unknown,Unknown,"[7209002729, 7209002727]"
footway,Unknown,Unknown,"[7209002727, 7209002731, 7209002726]"
footway,Unknown,Unknown,"[7047725337, 7209002728]"
footway,Unknown,Unknown,"[7209002728, 7209002730, 7209002729]"
footway,Unknown,Unknown,"[7209002734, 7209002733, 11026089702]"
footway,Unknown,Unknown,"[11026090507, 7209002732, 11026090508]"
footway,Unknown,Unknown,"[11026090505, 6373679010, 11026090506]"
footway,Unknown,Unknown,"[5554084309, 5554083695]"
footway,Unknown,Unknown,"[5554084300, 10859676092, 275435050]"
footway,Unknown,Unknown,"[5554084301, 10859676090, 5554084300, 5554083707]"
footway,Unknown,Unknown,"[5554083707, 5554083706, 5554083705, 5554083704, 5554083703, 5554083995]"
footway,Unknown,Unknown,"[5554083697, 5554083696, 5554084020]"
footway,Unknown,Unknown,"[5554083695, 7209002710, 5554083683, 5554083659]"
footway,Unknown,Unknown,"[7209002740, 7209002739, 10609148190]"
footway,Unknown,Unknown,"[7047725344, 7209007980]"
footway,Unknown,Unknown,"[7209002743, 10609148158, 7044465236]"
footway,Unknown,Unknown,"[7209002742, 7209002744, 7209002743]"
footway,Unknown,Unknown,"[7228981006, 7044465256, 10247989155, 10247989137, 10247989136, 7209007974, 7209002745, 5437055040, 5437055045, 7209002742]"
footway,Unknown,Unknown,"[10264127934, 10264134012, 10264127935, 7209002746, 7209007975]"
footway,Unknown,Unknown,"[10264127926, 7209002747, 7209002748]"
footway,Unknown,Unknown,"[7209002747, 7209002750, 7209002746]"
footway,Unknown,Unknown,"[10247963604, 10247963603, 10247963608, 10124769366, 10247963602, 10124769364, 10247963606, 10247963605, 7047807978, 7047807980, 7209002749]"
footway,Unknown,Unknown,"[7209002752, 7044465237]"
footway,Unknown,Unknown,"[7209007973, 7209002753]"
footway,Unknown,Unknown,"[7209002753, 7209002754, 7209002752]"
footway,Unknown,Unknown,"[7234316406, 10224742508, 10224742509, 10224742510, 7209002755, 5437055036, 7209007976]"
footway,Unknown,Unknown,"[7209002756, 7209002760, 7209002755]"
footway,Unknown,Unknown,"[7209002757, 7209002756, 10224742505, 10224742504, 10224742502, 10224742503, 7209002757]"
footway,Unknown,Unknown,"[7209002758, 7209002759, 7209002757]"
footway,Unknown,Unknown,"[7209007979, 7209002762]"
footway,Unknown,Unknown,"[7209002763, 7047807967, 7047807968]"
footway,Unknown,Unknown,"[7209007973, 7209007971, 7209007976]"
footway,Unknown,Unknown,"[7209007974, 7209002765, 7209002766, 7209002767, 7209002768, 7209007973]"
footway,Unknown,Unknown,"[7209007975, 10247989110, 7209007972, 7209007974]"
footway,Unknown,Unknown,"[7209007976, 7209002769, 7209007968, 7209002740, 7209007969, 7209007970, 7209007975]"
footway,Unknown,Unknown,"[7209007977, 7044465238]"
footway,Unknown,Unknown,"[7209007980, 7209007978, 7209007979]"
footway,Unknown,Unknown,"[7044465239, 6307507305, 7529438034, 7529438037, 3532718879, 10609148149]"
footway,Unknown,Unknown,"[7044465238, 6329528591, 7209008686, 7209008687, 3532718880, 7044465245, 7044465239]"
footway,Unknown,Unknown,"[7044465237, 3532718882, 7044465238]"
footway,Unknown,Unknown,"[7209258449, 7234399994, 7209258448, 7209258452]"
footway,Unknown,Unknown,"[7209258450, 1419794100]"
footway,Unknown,Unknown,"[7209258451, 7209258449, 5318541605]"
footway,Unknown,Unknown,"[1419794088, 7209258453, 7212382898, 7209258452, 1419794062]"
footway,Unknown,Unknown,"[7209258456, 5318541606, 5318541608, 7209258457]"
footway,Unknown,Unknown,"[7209258458, 7231084515, 4343738967]"
footway,Unknown,Unknown,"[5854920726, 7209258459, 7231084696, 7231084510, 7234398380, 7231084507, 7231084505, 7234398376, 7209258458, 5854920708]"
footway,Unknown,Unknown,"[6250503379, 7209258460]"
footway,Unknown,Unknown,"[5854920696, 7233943436, 7209258461, 7234399989, 7209258460, 5854920705]"
footway,Unknown,Unknown,"[7209258462, 6339001609]"
footway,Unknown,Unknown,"[7209258466, 7209258463]"
footway,Unknown,Unknown,"[7209258464, 7209258463, 7233943464, 1419794122]"
footway,Unknown,Unknown,"[7209258465, 1419794034]"
footway,Unknown,Unknown,"[1419794129, 7209258466, 7209258465, 7209258464, 7209258462, 6339001610]"
footway,Unknown,Unknown,"[7209258469, 1419794114]"
footway,Unknown,Unknown,"[1419794082, 7209258471, 7209258470]"
footway,Unknown,Unknown,"[1419794054, 7209258470, 7209258469, 1419794030]"
footway,Unknown,Unknown,"[6250503360, 7209258472, 7209258473, 7209258468, 5854920418]"
footway,Unknown,Unknown,"[7233943470, 5005671139]"
footway,Unknown,Unknown,"[5005671131, 1419794011]"
footway,Unknown,Unknown,"[7209258477, 5854921253]"
footway,Unknown,Unknown,"[7209258475, 7209258474, 7209258476, 7209258478, 7209258477, 5854921256]"
footway,Unknown,Unknown,"[7209258479, 1419794013]"
footway,Unknown,Unknown,"[1419794058, 7209258479, 6339001613]"
footway,Unknown,Unknown,"[7209258480, 5854920941]"
footway,Unknown,Unknown,"[7209258481, 6339001623]"
footway,Unknown,Unknown,"[7209258482, 5854920969]"
footway,Unknown,Unknown,"[6339001793, 7231323919, 7209258482, 7209258481, 7209258480, 6339001625]"
footway,Unknown,Unknown,"[7209258483, 6339001612]"
footway,Unknown,Unknown,"[7209258484, 6339001624]"
footway,Unknown,Unknown,"[7209260185, 6339001636]"
footway,Unknown,Unknown,"[6339001622, 7209258484, 7240842249, 7209260186, 7217057131, 7209260185, 7209002721, 6338957274]"
footway,Unknown,Unknown,"[5554083625, 5554083623, 5554083624]"
footway,Unknown,Unknown,"[7209260192, 7209260187, 7209260191]"
footway,Unknown,Unknown,"[7209260193, 7209260188, 7209260192]"
footway,Unknown,Unknown,"[7209260190, 7209260189, 7209260193]"
footway,Unknown,Unknown,"[7209260198, 7209260194, 7209260201]"
footway,Unknown,Unknown,"[7209260199, 7209260197, 7209260198]"
footway,Unknown,Unknown,"[7209260200, 7209260196, 7209260199]"
footway,Unknown,Unknown,"[7209260201, 7209260195, 7209260200]"
footway,Unknown,Unknown,"[11885908398, 4402491115, 11885908405]"
footway,Unknown,Unknown,"[11885908401, 4402491117, 11885908399]"
footway,Unknown,Unknown,"[11885908402, 1270672015, 11885908400]"
footway,Unknown,Unknown,"[11885908404, 4402491116, 11885908409, 11885908403]"
footway,Unknown,Unknown,"[7209260206, 6311871854, 7209260209]"
footway,Unknown,Unknown,"[7209260207, 6311871857, 7209260206]"
footway,Unknown,Unknown,"[7209260208, 6311871856, 7209260207]"
footway,Unknown,Unknown,"[7209260209, 6311871855, 7209260208]"
footway,Unknown,Unknown,"[6929076620, 763663706, 4402491127, 4402491128, 763663712, 6929076621]"
footway,Unknown,Unknown,"[7209260211, 300782270, 6929076620]"
footway,Unknown,Unknown,"[6929076606, 6929076620]"
footway,Unknown,Unknown,"[7209255186, 1270672016, 7209255189]"
footway,Unknown,Unknown,"[7209255187, 4402491118, 7209255186]"
footway,Unknown,Unknown,"[7209255188, 4402491119, 7209255187]"
footway,Unknown,Unknown,"[7209255189, 4402491120, 7209255188]"
footway,Unknown,Unknown,"[7209255190, 2143369209, 7209255193]"
footway,Unknown,Unknown,"[7209255191, 2143369210, 7209255190]"
footway,Unknown,Unknown,"[7209255192, 10250009167, 7209255191]"
footway,Unknown,Unknown,"[7209255193, 2143369213, 7209255192]"
footway,Unknown,Unknown,"[10872792029, 2143369211, 10872792032]"
footway,Unknown,Unknown,"[7209255196, 6391747716, 7209255195]"
footway,Unknown,Unknown,"[7209255197, 6391624129, 7209255200]"
footway,Unknown,Unknown,"[7209255198, 6391624127, 7209255197]"
footway,Unknown,Unknown,"[7209255199, 6391624128, 7209255198]"
footway,Unknown,Unknown,"[7209255200, 6391624126, 7209255199]"
footway,Unknown,Unknown,"[7209255205, 7209255201, 7209255208]"
footway,Unknown,Unknown,"[7209255206, 7209255204, 7209255205]"
footway,Unknown,Unknown,"[7209255207, 7209255203, 7209255206]"
footway,Unknown,Unknown,"[7209255208, 7209255202, 7209255207]"
footway,Unknown,Unknown,"[7209255212, 7209255209, 7209255211]"
footway,Unknown,Unknown,"[7209255213, 7209255210, 7209255212]"
footway,Unknown,Unknown,"[7209255217, 7209255214, 7209255220]"
footway,Unknown,Unknown,"[7209255218, 7209255215, 7209255217]"
footway,Unknown,Unknown,"[7209255219, 7209255216, 7209255218]"
footway,Unknown,Unknown,"[7209255220, 7209255219]"
footway,Unknown,Unknown,"[7209255222, 6394297048, 7209255221]"
footway,Unknown,Unknown,"[7209255223, 6394297049, 7209255222]"
footway,Unknown,Unknown,"[7209255224, 4627636298, 4627636290, 6394297046, 7209255223]"
footway,Unknown,Unknown,"[7209255225, 6394297047, 4627636295, 7209255224]"
footway,Unknown,Unknown,"[11021413395, 6394438842, 6202275683]"
footway,Unknown,Unknown,"[7209255228, 6394438841, 7209255227]"
footway,Unknown,Unknown,"[6202276085, 6394438840, 7209255228]"
footway,Unknown,Unknown,"[11108775601, 6925161646, 7209255229, 7209255230, 7209255231, 7209255232, 7209255233, 7209255234]"
footway,Unknown,Unknown,"[7209255234, 7209255238]"
footway,Unknown,Unknown,"[7209255238, 7209255235, 7209255237]"
footway,Unknown,Unknown,"[7209255239, 5129533043, 581257657, 7209255234]"
footway,Unknown,Unknown,"[7228253170, 7209255243, 7209255246, 7209252650]"
footway,Unknown,Unknown,"[7209255244, 7209255240, 7209255243]"
footway,Unknown,Unknown,"[7209255245, 7209255241, 7209255244]"
footway,Unknown,Unknown,"[7209255246, 7209255242, 7209255245]"
footway,Unknown,Unknown,"[7209252640, 9634852614, 7209252639]"
footway,Unknown,Unknown,"[7209252640, 7209252638, 7209252643]"
footway,Unknown,Unknown,"[7209252641, 7209255249, 7209252640]"
footway,Unknown,Unknown,"[7209252642, 7209255248, 7209252641]"
footway,Unknown,Unknown,"[7209252643, 7209255247, 7209252642]"
footway,Unknown,Unknown,"[7209252648, 7209252644, 7209252651]"
footway,Unknown,Unknown,"[7209252649, 7209252647, 7209252648]"
footway,Unknown,Unknown,"[7209252650, 7209252646, 7209252649]"
footway,Unknown,Unknown,"[7209252651, 7209252645, 7209252650]"
footway,Unknown,Unknown,"[2071280059, 2071280057, 4406691779, 4406691778, 2071280050, 11938344329]"
footway,Unknown,Unknown,"[2071280043, 2071280039, 2071280059]"
