Road Type,Speed Limit,Lanes,Coordinates
footway,Unknown,Unknown,"[8613267757, 10003419703, 10003419702, 10003419701, 10003419700, 10003419699, 10003419698, 10003419697, 10003419696, 10003419695]"
footway,Unknown,Unknown,"[10003491973, 10003491972]"
service,Unknown,Unknown,"[10005096296, 10944405940, 5427285596]"
service,Unknown,Unknown,"[4406692008, 11261859855, 11261859854, 5994862350, 10005096297]"
footway,Unknown,Unknown,"[10005096298, 10005096299, 10005096300]"
footway,Unknown,Unknown,"[10005096305, 10005096306, 10005096307]"
footway,Unknown,Unknown,"[10005096316, 10005171117, 10005171118, 10005171119]"
footway,Unknown,Unknown,"[10005171141, 10005171142, 10005171143, 10005171144]"
footway,Unknown,Unknown,"[10005171145, 10005171146, 10005171147, 10005171148]"
footway,Unknown,Unknown,"[10005171149, 10005171150]"
footway,Unknown,Unknown,"[10005171151, 10005171152]"
footway,Unknown,Unknown,"[10005171160, 10233011389, 10005171161]"
service,Unknown,Unknown,"[10012650972, 2081671286, 10012650973, 10012650974]"
footway,Unknown,Unknown,"[10016598192, 10016598195, 10016598203, 10016598193]"
footway,Unknown,Unknown,"[10016598195, 6284052377, 10016598197, 10016598202, 10016598205, 10016598198, 10016598199, 10016598201, 10016598200]"
footway,Unknown,Unknown,"[10016598202, 10016598203]"
footway,Unknown,Unknown,"[10016598205, 10016598206]"
footway,Unknown,Unknown,"[10016598207, 10016598208]"
footway,Unknown,Unknown,"[10016598209, 10016598210]"
footway,Unknown,Unknown,"[6284053087, 10016601018, 11882277800, 11882277799, 10016601019]"
service,Unknown,Unknown,"[10016601020, 11882277800, 10016601021, 10016601022, 11882277799, 10016601023]"
footway,Unknown,Unknown,"[10016601049, 10016601050]"
footway,Unknown,Unknown,"[10016842923, 10016842924]"
footway,Unknown,Unknown,"[10016842926, 10016842925, 10016842927, 10016842929]"
footway,Unknown,Unknown,"[10016842929, 10016842932, 10016807805, 10016807806, 10016842933, 10016842934, 10016842935, 10016842936]"
footway,Unknown,Unknown,"[10016842937, 10016842938, 10016842939]"
footway,Unknown,Unknown,"[10016842938, 10016842941, 11338043034]"
footway,Unknown,Unknown,"[10016842941, 10016842942]"
footway,Unknown,Unknown,"[10016842944, 10016842942, 10016842945, 4941789429]"
footway,Unknown,Unknown,"[9677876480, 10012098820]"
service,Unknown,Unknown,"[10042366035, 10042366036, 10042366038, 10042366037]"
secondary,Unknown,Unknown,"[6925582021, 12142729102, 65325032]"
secondary_link,Unknown,1,"[9910082211, 9910132125, 6925582019, 6925582022, 6925582020, 9910132126, 6925582021]"
service,Unknown,Unknown,"[9910082211, 9910132121, 9910132124, 5612962311]"
primary,20 mph,2,"[52986589, 1993196190, 283267096]"
residential,Unknown,Unknown,"[53027410, 10050241339, 10050241344, 4625136774, 53077103]"
unclassified,Unknown,3,"[10050241332, 10050241327, 3132807367, 53112124]"
unclassified,Unknown,1,"[10050241332, 10050241329, 10050241330, 1086913685]"
residential,Unknown,Unknown,"[53085264, 10050241350, 10050241353, 53026585]"
residential,Unknown,Unknown,"[53069742, 4664813737, 10050236170, 53113024]"
service,Unknown,Unknown,"[10050241590, 7531037713]"
service,Unknown,Unknown,"[7531037710, 7531037711]"
residential,Unknown,Unknown,"[10069614279, 10069614280, 10069614281, 10069614282]"
residential,Unknown,Unknown,"[10069614280, 10180155725]"
footway,Unknown,Unknown,"[10069614284, 10069614285, 12069051936, 10069614286, 10069614287, 10069614288, 10069614289, 9976343336, 10069614290, 10069614291, 10069614292, 10069614293, 9826507037, 10069614294, 10069614295, 9976340416, 10069614296, 10069614297, 11973517855, 10069614298, 11973517848]"
footway,Unknown,Unknown,"[10069614287, 10069614299, 10069614300, 10069614301, 10069614302, 10069614303, 10069614304, 10069614305]"
service,Unknown,Unknown,"[10078999507, 10078999508]"
service,Unknown,Unknown,"[10078999509, 10078999507]"
service,Unknown,Unknown,"[3999746844, 10092225999, 10092226000]"
service,Unknown,Unknown,"[65325043, 10124769391, 10114362320, 10114362319]"
service,Unknown,Unknown,"[10114362322, 10124769413, 10114362323]"
footway,Unknown,Unknown,"[6375094240, 10119992958, 10119972572]"
footway,Unknown,Unknown,"[10119972573, 1621275302, 10119992970, 10119972574]"
steps,Unknown,Unknown,"[10119972574, 10119972575]"
footway,Unknown,Unknown,"[10119972576, 6375094239]"
footway,Unknown,Unknown,"[10119992979, 10119992972, 10119992971, 10119992970, 10119992969, 10119992968, 10119992957]"
footway,Unknown,Unknown,"[10119972587, 10119993027, 1621275298, 10119993029, 10119972586, 10119993066, 10119972585, 10119972584, 10119972588, 10119972583, 10119972582]"
footway,Unknown,Unknown,"[10119972578, 10119972579]"
footway,Unknown,Unknown,"[10119972582, 10119992956, 10119992955, 10119992954, 10119992953, 10119972546]"
footway,Unknown,Unknown,"[10119972588, 10119993026, 10119972589]"
footway,Unknown,Unknown,"[10119972590, 10119972591, 10119972592, 10119972593, 10119972594, 10119972597, 10119972595, 10119993063, 10119972596]"
footway,Unknown,Unknown,"[10119972591, 10119972598, 10119972596, 10119972589, 10119993061, 10119972587, 10119972599]"
service,Unknown,Unknown,"[10119992921, 10119992922]"
service,Unknown,Unknown,"[10119992924, 10119992925]"
service,Unknown,Unknown,"[10119992925, 10119992927, 10119992926]"
service,Unknown,Unknown,"[10119992922, 10119992928, 10119992923]"
footway,Unknown,Unknown,"[10119992924, 10119992929, 10119992930, 10119992931, 10119972599, 10119992932, 10119992933, 10119992934, 10119992935, 10119992936, 10119992937, 10119992921]"
footway,Unknown,Unknown,"[10119972575, 10119992955, 10119972578]"
footway,Unknown,Unknown,"[1621119056, 10119992959, 10119992960, 10119992961, 10119992962, 10119972546]"
footway,Unknown,Unknown,"[10119992958, 1621119056]"
footway,Unknown,Unknown,"[1621275302, 10119972577]"
footway,Unknown,Unknown,"[10119993026, 10119993027]"
footway,Unknown,Unknown,"[10119993028, 10119993029]"
footway,Unknown,Unknown,"[10119993061, 10119993062, 10119993063]"
footway,Unknown,Unknown,"[10119993065, 10119992936, 10119993064]"
footway,Unknown,Unknown,"[10119993066, 10119993067]"
footway,Unknown,Unknown,"[7047725333, 10124769339, 7590634129, 10124769341, 10124769340]"
footway,Unknown,Unknown,"[10124769346, 10124769349, 10124769347, 10124769350, 10124769342, 10124769348, 10124769340, 10124769352, 10124769351]"
footway,Unknown,Unknown,"[10124769351, 10124769353, 10124769354, 10124769355, 10124769356, 10124769357, 10124769358, 10124769359, 10124769360, 10124769361]"
footway,Unknown,Unknown,"[10124769365, 10124769369, 10124769358, 10124769370, 10124769362]"
footway,Unknown,Unknown,"[10124769367, 10124769372, 10124769363, 10124769371, 10124769366]"
footway,Unknown,Unknown,"[10124769364, 10124769368, 10124769373]"
footway,Unknown,Unknown,"[10124769365, 10124769373, 10859684025, 10859684031, 7047807976]"
footway,Unknown,Unknown,"[10124769346, 10124769377, 10124769362, 10124769367, 10124769378, 10124769374, 10124769379, 10124769375, 10124769376, 10124769380, 10124769346]"
footway,Unknown,Unknown,"[10124769382, 10124769384, 10124769383]"
footway,Unknown,Unknown,"[10124769385, 10124769386, 10124769345]"
footway,Unknown,Unknown,"[10124769383, 10124769391, 10124769387, 10124769392, 10124769388, 10124769389, 10124769390, 10124769383]"
footway,Unknown,Unknown,"[10124769387, 10124769394, 10124769393]"
footway,Unknown,Unknown,"[10124769393, 10124769347, 10124769401, 10124769395, 10124769396]"
footway,Unknown,Unknown,"[10124769388, 10124769397, 10124769396]"
footway,Unknown,Unknown,"[10124769385, 10124769403, 10124769408, 10124769409, 10124769405, 10124769404]"
footway,Unknown,Unknown,"[10124769406, 10124769407, 10124769404]"
secondary,25 mph,2,"[10138912412, 10138912411, 6311778829, 65303500]"
secondary,Unknown,3,"[10138912415, 65325041]"
secondary,Unknown,3,"[65317544, 5841552320, 5437055228, 10138912415]"
residential,Unknown,Unknown,"[10138979028, 10138979027, 612032018, 12207887126, 65345270]"
service,Unknown,Unknown,"[10144780151, 10144780150]"
service,Unknown,Unknown,"[4616786444, 10144780151]"
footway,Unknown,Unknown,"[4269521703, 4386441924]"
footway,Unknown,Unknown,"[10144776632, 10144776633]"
footway,Unknown,Unknown,"[1056929936, 10144776634, 10144776635, 10144776636]"
footway,Unknown,Unknown,"[11082655516, 10144776637, 10144776638, 10144776639]"
secondary,25 mph,5,"[7060204230, 5437055102, 5437055088, 5437055089, 10124769348, 65281916]"
secondary,25 mph,5,"[5437055118, 7621900805]"
tertiary,Unknown,3,"[10158927091, 5841552341, 65317042]"
tertiary,Unknown,3,"[65317045, 7209255247, 10158927092]"
service,Unknown,Unknown,"[8676415101, 10161419724]"
service,Unknown,Unknown,"[8947388329, 8947388324]"
service,Unknown,Unknown,"[10161419726, 10161419727]"
service,Unknown,Unknown,"[10161419728, 10161419729]"
service,Unknown,Unknown,"[10161419730, 10161419731]"
service,Unknown,Unknown,"[10161419732, 10161419733]"
service,Unknown,Unknown,"[8947388328, 8947388325]"
service,Unknown,Unknown,"[10161419725, 10161419734, 10161419735]"
service,Unknown,Unknown,"[10161419724, 8947388329]"
service,Unknown,Unknown,"[8947388324, 10161419725]"
service,Unknown,Unknown,"[10161419724, 10161419726]"
service,Unknown,Unknown,"[10161419727, 10161419725]"
service,Unknown,Unknown,"[10161419724, 10161419728]"
service,Unknown,Unknown,"[10161419729, 10161419725]"
service,Unknown,Unknown,"[10161419724, 10161419730]"
service,Unknown,Unknown,"[10161419731, 10161419725]"
service,Unknown,Unknown,"[10161419724, 10161419732]"
service,Unknown,Unknown,"[10161419733, 10161419725]"
service,Unknown,Unknown,"[10161419724, 8947388328]"
service,Unknown,Unknown,"[8947388325, 10161419725]"
footway,Unknown,Unknown,"[7209002737, 65300091]"
secondary,Unknown,4,"[65300091, 65300093]"
tertiary,Unknown,Unknown,"[65345274, 7231522363, 10961556763, 7231522370, 65299391, 7231522373, 10963988911, 7231543994, 295187181, 7231522380, 295188917]"
secondary,Unknown,4,"[10170825142, 65319923]"
residential,Unknown,Unknown,"[65325050, 10124769386, 65353850, 7060204227, 5437055081, 5429899882, 7209002730, 65351780]"
secondary,Unknown,5,"[65325050, 5437055094, 10124769350, 65281916]"
secondary,Unknown,4,"[65325046, 65325050]"
secondary,Unknown,3,"[10172942151, 10740550959, 65314146]"
secondary,Unknown,4,"[10172983022, 4177227592]"
secondary,25 mph,4,"[10173130111, 5841552337, 65317532]"
secondary,30 mph,3,"[65363166, 6925558116, 7332260802, 5434001040, 6886668651, 65319541]"
residential,Unknown,Unknown,"[65319541, 6925470664, 5434001048, 10964195623, 65319544]"
residential,Unknown,Unknown,"[65325192, 12142459801, 3687459660, 8163664005, 6925470665, 65325189]"
secondary,30 mph,3,"[65325189, 4177104996]"
tertiary,20 mph,3,"[65314166, 6907017563, 4382258033, 65314163, 4382258034]"
tertiary,20 mph,3,"[65314166, 10740616324, 65334133]"
tertiary,20 mph,3,"[65314169, 65314166]"
secondary,20 mph,1,"[65343960, 8754278073, 10175747037]"
secondary,20 mph,2,"[10175747037, 7899095816, 65333814]"
secondary,20 mph,2,"[65333814, 7899095814, 1580501206, 10175747039]"
secondary,20 mph,3,"[10175747039, 10175747038]"
secondary,20 mph,4,"[65334120, 6904057652, 65334123]"
secondary,20 mph,3,"[10175747038, 65334120]"
secondary,20 mph,2,"[65314158, 7899095821, 65343963]"
tertiary,20 mph,2,"[9515570408, 7899095822, 65314158]"
secondary,20 mph,2,"[4177158846, 10175857575]"
service,Unknown,Unknown,"[3393385403, 10224742505, 10179921400]"
service,Unknown,Unknown,"[3393386011, 10224742504, 10179921401]"
residential,Unknown,Unknown,"[9993366050, 10180146404]"
residential,Unknown,Unknown,"[10180155719, 10180155724, 10180155722, 10180155720]"
residential,Unknown,Unknown,"[10180155721, 10180155722]"
residential,Unknown,Unknown,"[10180155723, 10180155724]"
residential,Unknown,Unknown,"[10180155726, 10180155725, 10180155727]"
secondary,Unknown,3,"[65305817, 5020557545]"
service,Unknown,Unknown,"[10183130016, 10183116683, 10183140117, 10183140118]"
footway,Unknown,Unknown,"[10185148562, 10185148563]"
footway,Unknown,Unknown,"[6988532609, 10185148566]"
footway,Unknown,Unknown,"[10185148569, 6988532610]"
corridor,Unknown,Unknown,"[7217057118, 10201633560, 7217057115]"
footway,Unknown,Unknown,"[10201633567, 10201633575]"
footway,Unknown,Unknown,"[302742533, 10211440744, 10211440748]"
footway,Unknown,Unknown,"[10211440747, 10211440745, 10211440746]"
steps,Unknown,Unknown,"[10211440748, 10211440747]"
steps,Unknown,Unknown,"[10211440749, 10211440750]"
steps,Unknown,Unknown,"[10211440759, 10211440760]"
footway,Unknown,Unknown,"[268914032, 10211440765, 10211440766, 8707444501]"
footway,Unknown,Unknown,"[10211440768, 10211440771, 10211440772, 10211440773]"
footway,Unknown,Unknown,"[1250280681, 10211440796, 10211440795, 10211440794, 10211440793, 10211440792, 10211440791, 10211440790, 6409647835, 10211440789, 1250280710, 1250280525, 1250280745, 10211440788, 1250280501, 10211440787, 1250280471, 10211440786, 1250280670, 10211440785, 1250280603, 10211440784, 1250280553, 10211440774, 1250280681]"
service,Unknown,Unknown,"[10211440809, 10211440810, 10211440811]"
steps,Unknown,Unknown,"[10211440818, 10211440819]"
footway,Unknown,Unknown,"[10211440819, 10211440822, 10211440810]"
footway,Unknown,Unknown,"[10211440818, 10211440820]"
footway,Unknown,Unknown,"[1250280496, 1250280505, 1250280760, 1250280709, 1250280608, 1250280761, 1250280472]"
footway,Unknown,Unknown,"[1250280729, 1250280633, 5640337870, 1250280647, 5640337871, 1250280741, 10252456447, 5640337872, 5640337876, 10211440905]"
steps,Unknown,Unknown,"[10211440872, 10211440873]"
footway,Unknown,Unknown,"[10211440872, 10211440874]"
footway,Unknown,Unknown,"[10211440873, 10211440875, 10211440876]"
footway,Unknown,Unknown,"[10211440869, 10211440877]"
steps,Unknown,Unknown,"[10211440877, 10211440878, 10211440879, 10211440880]"
footway,Unknown,Unknown,"[1250280484, 10211440880, 10211440881, 10211440882]"
footway,Unknown,Unknown,"[1250280760, 10211440882, 10211440883, 10211440884, 10211440885, 10211440886, 10211440887, 10211440888, 10211440834, 10211440889, 10211440890, 10211440891, 10211440892, 10211440893, 10211440894, 10211440895]"
footway,Unknown,Unknown,"[10211440888, 10211440903]"
footway,Unknown,Unknown,"[10211440889, 10211440904]"
footway,Unknown,Unknown,"[10211440906, 5640337877, 1250280704, 5640337873, 10252456374, 1250280719, 5640337874]"
footway,Unknown,Unknown,"[10211440905, 1250280538, 10211440835, 10211440906]"
footway,Unknown,Unknown,"[10211440907, 10211440908, 10211440909, 10211440910, 10211440911, 10211440912, 10211440913, 10211440914, 10211440915, 10211440916, 5640337876]"
footway,Unknown,Unknown,"[5640337877, 10211440917, 10211440918, 10211440919, 10211440920, 10211440921, 10211440922, 10211440923, 10211440924, 10211440925, 10211440926, 10211440927]"
footway,Unknown,Unknown,"[10252449545, 10211440930, 10211440931, 10211440932, 10211440933, 10211440934, 10211440935, 10211440936, 10211440937, 10211440938, 10211440939, 10211440940, 10211440941, 10211440942, 10211440943, 10211440944]"
secondary,35 mph,Unknown,"[53090248, 4563222318, 6965117374, 5448591115, 3701736584, 4563222319, 53090250, 4563222322, 4587760666, 1556168407, 5448592162, 558572447, 6965117376, 6965117375, 4563222344, 53030322]"
motorway_link,50 mph,2,"[65281073, 10232865840]"
service,Unknown,Unknown,"[2649103372, 10236398215]"
residential,Unknown,Unknown,"[65303268, 612031152, 65303270, 10963828745, 65303272]"
service,Unknown,Unknown,"[10239373071, 5852727216, 10876245797, 7209002745, 5852727217]"
service,Unknown,Unknown,"[10239373070, 10239373071]"
footway,Unknown,Unknown,"[10239459952, 10239459950]"
footway,Unknown,Unknown,"[10239459951, 10239459952]"
secondary,25 mph,4,"[10240009997, 65293777]"
secondary,25 mph,2,"[65317530, 3365192960, 10244892097]"
tertiary,Unknown,4,"[65342807, 7209255201, 65329980]"
tertiary,Unknown,4,"[10246287109, 65342807]"
footway,Unknown,Unknown,"[10247989109, 10247963603, 10857406182, 10247989110]"
footway,Unknown,Unknown,"[10264127939, 10247989129, 10264127951, 10264127953, 10699811574, 10264127948, 10264127949, 10264127952, 10264127950, 10124769363, 10247989127, 10247989126, 10247989124, 10247989125]"
footway,Unknown,Unknown,"[10247989128, 10247989124, 10247989131, 10247989134, 5435466174, 10264128006, 10247989129, 10247989130]"
footway,Unknown,Unknown,"[10247989125, 10247989139, 10247989135]"
footway,Unknown,Unknown,"[10247989128, 10247989140, 10247989109]"
footway,Unknown,Unknown,"[10247963604, 10247989141, 10247989136]"
footway,Unknown,Unknown,"[10247989137, 10247989142, 10247989138]"
residential,Unknown,Unknown,"[65345145, 10962210175, 12144705850, 65325037]"
secondary,Unknown,3,"[65325037, 65325039]"
secondary,Unknown,3,"[10248367646, 65325037]"
secondary,25 mph,4,"[10248388984, 6886668662, 7209254428, 65306793]"
secondary,25 mph,4,"[10248832780, 10740705519, 65293753]"
secondary,25 mph,3,"[65293746, 10178189117, 10248832781]"
secondary,Unknown,4,"[10250009161, 595774108]"
secondary,Unknown,2,"[595774108, 10250009162]"
secondary,Unknown,3,"[3999481300, 4911322421, 4911322427, 10250009163]"
secondary,Unknown,2,"[10250009164, 7209007972, 65315477]"
secondary,Unknown,3,"[65310902, 7209260194, 65300052]"
secondary,Unknown,3,"[10250009165, 65315473]"
secondary,Unknown,3,"[5437054818, 10872792081, 10250009165]"
secondary,Unknown,4,"[10250009166, 2143369209, 65315466]"
tertiary,Unknown,2,"[10250009168, 6391852349]"
tertiary,Unknown,4,"[10251824550, 10247989140, 65315481]"
tertiary,Unknown,2,"[65324087, 10251824551, 9980750323]"
footway,Unknown,Unknown,"[10252456374, 10252456375, 10252456376, 10252456377, 10252456378, 10252456379, 10252456579, 10252456380, 10252456381, 10252456382, 10252456383, 10252456384, 10252456385, 10252456386, 10252456387, 10252456388, 10252456389, 10254114616, 10252456390, 10252456391, 10252456392, 10252456393, 10252456394, 10252456395, 10252456396, 10252456397, 10252456398, 10252456399, 10252456400, 10252456401, 10252456402, 10252456403, 10252456404, 10252456405, 10252456406]"
footway,Unknown,Unknown,"[10252456447, 10252456474, 10252456471]"
footway,Unknown,Unknown,"[10252456471, 10252456448]"
steps,Unknown,Unknown,"[10252456472, 10252456473]"
footway,Unknown,Unknown,"[10211440933, 10252456472]"
footway,Unknown,Unknown,"[10252456473, 10252456474]"
footway,Unknown,Unknown,"[10252456522, 10252456523]"
footway,Unknown,Unknown,"[10252456523, 6925161636]"
footway,Unknown,Unknown,"[10252456524, 10252456525, 10252456526, 10252456527]"
footway,Unknown,Unknown,"[10252456527, 10252456528, 10252456529, 10252456522]"
footway,Unknown,Unknown,"[10252456522, 10252456532]"
footway,Unknown,Unknown,"[10252456561, 1250280746]"
steps,Unknown,Unknown,"[10252456562, 10252456563]"
footway,Unknown,Unknown,"[10252456563, 10252456564]"
footway,Unknown,Unknown,"[10252456525, 10252456566, 10252456567]"
steps,Unknown,Unknown,"[10252456567, 10252456568]"
footway,Unknown,Unknown,"[10252456568, 10252456569, 10252456531]"
footway,Unknown,Unknown,"[8707444512, 10211440944, 10211440945, 10254114620, 1250280769, 10211440946, 10211440947, 10252456591, 10252456577, 10252456578]"
